Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Cargo Type Code,Cargo Aircraft Type,Cargo Weight LBS,Cargo Metric TONS
201301,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Passenger,"7,507",3.4051752
201301,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,"6,840",3.102624
201301,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,"2,730",1.238328
201301,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,"773,369",350.8001784
201301,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,"236,473",107.2641528
201301,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Cargo,Passenger,"128,016",58.0680576
201301,LAN Peru,LP,LAN Peru,LP,International,South America,Enplaned,Cargo,Passenger,"175,393",79.5582648
201301,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,"806,544",365.8483584
201301,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,95,0.043092
201301,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,"684,149",310.3299864
201301,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Mail,Passenger,"38,838",17.6169168
201301,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,"638,872",289.7923392
201301,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,"776,357",352.1555352
201301,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,"32,636",14.8036896
201301,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,"266,330",120.807288
201301,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,"106,528",48.3211008
201301,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Mail,Passenger,"20,214",9.1690704
201301,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,"511,318",231.9338448
201301,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Express,Passenger,"8,403",3.8116008
201301,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Mail,Passenger,"18,903",8.5744008
201301,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Cargo,Passenger,"119,903",54.3880008
201301,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Express,Passenger,"7,974",3.6170064
201301,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Mail,Passenger,"11,030",5.003208
201301,Southern Air,9S,Southern Air,9S,International,Asia,Deplaned,Cargo,Freighter,"1,505,572",682.9274592
201301,Southern Air,9S,Southern Air,9S,International,Asia,Enplaned,Cargo,Freighter,"1,410,544",639.8227584
201301,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Cargo,Passenger,"303,326",137.5886736
201301,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Cargo,Passenger,"219,553",99.5892408
201301,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Mail,Passenger,"38,946",17.6659056
201301,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Cargo,Passenger,"232,439",105.4343304
201301,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Mail,Passenger,"2,129",0.9657144
201301,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Cargo,Passenger,"228,233",103.5264888
201301,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Mail,Passenger,"62,829",28.4992344
201301,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Cargo,Passenger,"3,721",1.6878456
201301,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Cargo,Passenger,"3,272",1.4841792
201301,US Airways,US,US Airways,US,Domestic,US,Deplaned,Cargo,Passenger,"55,075",24.98202
201301,US Airways,US,US Airways,US,Domestic,US,Deplaned,Mail,Passenger,"191,631",86.9238216
201301,US Airways,US,US Airways,US,Domestic,US,Enplaned,Cargo,Passenger,"116,956",53.0512416
201301,US Airways,US,US Airways,US,Domestic,US,Enplaned,Mail,Passenger,"329,775",149.58594
201301,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,"356,300",161.61768
201301,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,"782,634",355.0027824
201301,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,"686,107",311.2181352
201301,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,"399,782",181.3411152
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Cargo,Passenger,"1,366,889",620.0208504
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Mail,Passenger,"1,003,862",455.3518032
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Cargo,Passenger,"3,908,151","1,772.737294"
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Mail,Passenger,"1,531,670",694.765512
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Cargo,Passenger,"2,363,074","1,071.890366"
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Mail,Passenger,"3,514",1.5939504
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Cargo,Passenger,"1,428,052",647.7643872
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Mail,Passenger,500,0.2268
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Cargo,Passenger,"142,181",64.4933016
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Cargo,Passenger,"9,521",4.3187256
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Cargo,Passenger,"1,341",0.6082776
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Cargo,Passenger,"31,336",14.2140096
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Mail,Passenger,"3,104",1.4079744
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Cargo,Passenger,"739,873",335.6063928
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Cargo,Passenger,"656,848",297.9462528
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Mail,Passenger,931,0.4223016
201301,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Cargo,Passenger,"78,887",35.7831432
201301,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Cargo,Passenger,"355,683",161.3378088
201301,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,"422,343",191.5747848
201302,ABX Air,GB,ABX Air,GB,Domestic,US,Deplaned,Cargo,Freighter,"813,323",368.9233128
201302,ABX Air,GB,ABX Air,GB,Domestic,US,Enplaned,Cargo,Freighter,"532,293",241.4481048
201302,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Cargo,Passenger,"12,417",5.6323512
201302,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Express,Passenger,"5,442",2.4684912
201302,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Mail,Passenger,216,0.0979776
201302,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Cargo,Passenger,"42,767",19.3991112
201302,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Express,Passenger,"8,472",3.8428992
201302,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Mail,Passenger,"8,333",3.7798488
201302,Air Cargo Carriers,2Q,Air Cargo Carriers,2Q,Domestic,US,Deplaned,Express,Freighter,"94,533",42.8801688
201302,Air Cargo Carriers,2Q,Air Cargo Carriers,2Q,Domestic,US,Enplaned,Express,Freighter,"69,726",31.6277136
201302,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Combi,"1,044,079",473.5942344
201302,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Combi,"91,582",41.5415952
201302,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Combi,"641,351",290.9168136
201302,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,"346,652",157.2413472
201302,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,"347,501",157.6264536
201302,Air France,AF,Air France,AF,International,Europe,Enplaned,Mail,Passenger,"24,751",11.2270536
201302,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Cargo,Passenger,"303,675",137.74698
201302,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,51,0.0231336
201302,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Cargo,Passenger,"414,478",188.0072208
201302,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Mail,Passenger,"35,070",15.907752
201302,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,"242,117",109.8242712
201302,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,691,0.3134376
201302,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,"139,749",63.3901464
201302,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,"1,606",0.7284816
201302,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Cargo,Passenger,"46,831",21.2425416
201302,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Cargo,Passenger,16,0.0072576
201302,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,"972,496",441.1241856
201302,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Mail,Passenger,"182,474",82.7702064
201302,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,"544,481",246.9765816
201302,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Mail,Passenger,"83,315",37.791684
201302,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,"1,154,547",523.7025192
201302,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Mail,Passenger,"19,189",8.7041304
201302,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,"733,304",332.6266944
201302,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,"95,307",43.2312552
201302,Ameriflight,A8,Ameriflight,A8,Domestic,US,Deplaned,Cargo,Freighter,"116,370",52.785432
201302,Ameriflight,A8,Ameriflight,A8,Domestic,US,Enplaned,Cargo,Freighter,"73,953",33.5450808
201302,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,"452,142",205.0916112
201302,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Passenger,"142,519",64.6466184
201302,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Freighter,"22,447",10.1819592
201302,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Passenger,"113,828",51.6323808
201302,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Freighter,"951,086",431.4126096
201302,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,"91,050",41.30028
201302,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Mail,Freighter,"12,304",5.5810944
201302,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Deplaned,Cargo,Freighter,"875,912",397.3136832
201302,"Atlas Air, Inc",5Y,"Atlas Air, Inc",5Y,Domestic,US,Enplaned,Cargo,Freighter,"711,087",322.5490632
201302,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,"780,773",354.1586328
201302,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,"10,989",4.9846104
201302,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Cargo,Passenger,"999,376",453.3169536
201302,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Mail,Passenger,"121,183",54.9686088
201302,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Freighter,"89,870",40.765032
201302,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Passenger,"924,671",419.4307656
201302,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,"165,250",74.9574
201302,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Freighter,"41,861",18.9881496
201302,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,"140,925",63.92358
201302,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Mail,Passenger,"7,430",3.370248
201302,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,"1,422,267",645.1403112
201302,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Passenger,"371,195",168.374052
201302,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,"32,722",14.8426992
201302,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Passenger,"82,419",37.3852584
201302,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Freighter,"1,081,855",490.729428
201302,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Passenger,"53,168",24.1170048
201302,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Freighter,983,0.4458888
201302,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Passenger,"37,300",16.91928
201302,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,"631,589",286.4887704
201302,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Mail,Passenger,"331,060",150.168816
201302,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,"557,803",253.0194408
201302,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Mail,Passenger,"740,150",335.73204
201302,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Cargo,Passenger,"255,544",115.9147584
201302,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Mail,Passenger,"20,531",9.3128616
201302,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Cargo,Passenger,"168,343",76.3603848
201302,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Mail,Passenger,"19,867",9.0116712
201302,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Freighter,"52,323",23.7337128
201302,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Passenger,"1,155,677",524.2150872
201302,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Express,Passenger,198,0.0898128
201302,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Mail,Passenger,"35,315",16.018884
201302,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Freighter,"248,416",112.6814976
201302,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Passenger,"672,815",305.188884
201302,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Express,Passenger,"2,358",1.0695888
201302,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Cargo,Passenger,"26,987",12.2413032
201302,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Cargo,Passenger,"253,286",114.8905296
201302,Federal Express,FX,Federal Express,FX,Domestic,US,Deplaned,Cargo,Freighter,"3,750,895","1,701.405972"
201302,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,"920,189",417.3977304
201302,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Cargo,Passenger,"74,511",33.7981896
201302,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Cargo,Passenger,"52,330",23.736888
201302,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,"187,241",84.9325176
201302,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Cargo,Passenger,"513,710",233.018856
201302,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,"5,916",2.6834976
201302,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,"8,219",3.7281384
201302,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Passenger,"425,976",193.2227136
201302,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,"101,548",46.0621728
201302,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Passenger,"308,625",139.9923
201302,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,"102,875",46.6641
201302,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Mail,Passenger,"16,736",7.5914496
201302,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Mail,Passenger,"24,609",11.1626424
201302,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Cargo,Passenger,"158,308",71.8085088
201302,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,"22,377",10.1502072
201302,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,"125,148",56.7671328
201302,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,"18,845",8.548092
201302,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,"558,009",253.1128824
201302,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,"140,611",63.7811496
201302,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,"29,367",13.3208712
201302,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Passenger,"14,475",6.56586
201302,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,"6,090",2.762424
201302,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,"1,542",0.6994512
201302,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,"1,070,492",485.5751712
201302,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,"190,014",86.1903504
201302,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Cargo,Passenger,"461,792",209.4688512
201302,LAN Peru,LP,LAN Peru,LP,International,South America,Enplaned,Cargo,Passenger,"246,521",111.8219256
201302,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,"856,540",388.526544
201302,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,"687,022",311.6331792
201302,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Mail,Passenger,"31,250",14.175
201302,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,"603,943",273.9485448
201302,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,"682,180",309.436848
201302,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,"41,004",18.5994144
201302,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,"242,658",110.0696688
201302,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,"171,200",77.65632
201302,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Mail,Passenger,"18,359",8.3276424
201302,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,"576,170",261.350712
201302,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Express,Passenger,"7,836",3.5544096
201302,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Mail,Passenger,"14,456",6.5572416
201302,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Cargo,Passenger,"139,398",63.2309328
201302,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Express,Passenger,"10,047",4.5573192
201302,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Mail,Passenger,"8,759",3.9730824
201302,Southern Air,9S,Southern Air,9S,International,Asia,Deplaned,Cargo,Freighter,"1,712,274",776.6874864
201302,Southern Air,9S,Southern Air,9S,International,Asia,Enplaned,Cargo,Freighter,"1,407,996",638.6669856
201302,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Cargo,Passenger,"259,919",117.8992584
201302,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Cargo,Passenger,"217,070",98.462952
201302,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Mail,Passenger,"48,989",22.2214104
201302,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Cargo,Passenger,"265,584",120.4689024
201302,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Mail,Passenger,"2,115",0.959364
201302,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Cargo,Passenger,"182,648",82.8491328
201302,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Mail,Passenger,"64,578",29.2925808
201302,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Cargo,Passenger,"4,301",1.9509336
201302,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Cargo,Passenger,"4,667",2.1169512
201302,US Airways,US,US Airways,US,Domestic,US,Deplaned,Cargo,Passenger,"47,864",21.7111104
201302,US Airways,US,US Airways,US,Domestic,US,Deplaned,Mail,Passenger,"141,006",63.9603216
201302,US Airways,US,US Airways,US,Domestic,US,Enplaned,Cargo,Passenger,"129,997",58.9666392
201302,US Airways,US,US Airways,US,Domestic,US,Enplaned,Mail,Passenger,"244,860",111.068496
201302,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,"279,365",126.719964
201302,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,"629,905",285.724908
201302,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,"618,133",280.3851288
201302,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,"470,197",213.2813592
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Cargo,Passenger,"1,120,618",508.3123248
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Mail,Passenger,"879,756",399.0573216
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Cargo,Passenger,"2,193,238",994.8527568
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Mail,Passenger,"1,136,473",515.5041528
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Cargo,Passenger,"1,649,070",748.018152
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Mail,Passenger,"2,482",1.1258352
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Cargo,Passenger,"2,003,424",908.7531264
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Mail,Passenger,"2,402",1.0895472
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Cargo,Passenger,"298,774",135.5238864
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Cargo,Passenger,"17,929",8.1325944
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Cargo,Passenger,635,0.288036
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Cargo,Passenger,"32,293",14.6481048
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Mail,Passenger,336,0.1524096
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Cargo,Passenger,"724,715",328.730724
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Cargo,Passenger,"899,830",408.162888
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Mail,Passenger,205,0.092988
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Cargo,Passenger,"78,916",35.7962976
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Cargo,Passenger,"23,752",10.7739072
201302,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Mail,Passenger,"9,699",4.3994664
201302,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Cargo,Passenger,"406,850",184.54716
201302,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,"472,476",214.3151136
201303,ABX Air,GB,ABX Air,GB,Domestic,US,Deplaned,Cargo,Freighter,"1,246,397",565.3656792
201303,ABX Air,GB,ABX Air,GB,Domestic,US,Enplaned,Cargo,Freighter,"657,219",298.1145384
