Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Cargo Type Code,Cargo Aircraft Type,Cargo Weight LBS,Cargo Metric TONS
200804,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,"488,739",221.6920104
200804,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Mail,Passenger,"27,388",12.4231968
200804,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,"46,530",21.106008
200804,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Mail,Passenger,"47,212",21.4153632
200804,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Cargo,Passenger,"180,246",81.7595856
200804,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Express,Passenger,117,0.0530712
200804,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Mail,Passenger,848,0.3846528
200804,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Cargo,Passenger,"165,810",75.211416
200804,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Express,Passenger,"22,648",10.2731328
200804,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Mail,Passenger,"3,211",1.4565096
200804,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,"699,294",317.1997584
200804,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Mail,Passenger,"24,750",11.2266
200804,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Cargo,Passenger,"149,270",67.708872
200804,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Mail,Passenger,"30,721",13.9350456
200804,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,279,0.1265544
200804,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,"6,192",2.8086912
200804,Southern Air,9S,Southern Air,9S,Domestic,US,Deplaned,Cargo,Freighter,"177,795",80.647812
200804,Southern Air,9S,Southern Air,9S,Domestic,US,Deplaned,Express,Freighter,"2,253",1.0219608
200804,Southern Air,9S,Southern Air,9S,Domestic,US,Deplaned,Mail,Freighter,196,0.0889056
200804,Southern Air,9S,Southern Air,9S,Domestic,US,Enplaned,Cargo,Freighter,"334,919",151.9192584
200804,Southern Air,9S,Southern Air,9S,Domestic,US,Enplaned,Mail,Freighter,"8,148",3.6959328
200804,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Cargo,Passenger,"220,463",100.0020168
200804,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Cargo,Passenger,"280,790",127.366344
200804,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Mail,Passenger,"22,912",10.3928832
200804,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Cargo,Passenger,"10,660",4.835376
200804,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Mail,Passenger,"9,441",4.2824376
200804,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Cargo,Passenger,"1,705",0.773388
200804,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Cargo,Passenger,"4,166",1.8896976
200804,US Airways,US,US Airways,US,Domestic,US,Deplaned,Cargo,Passenger,"67,783",30.7463688
200804,US Airways,US,US Airways,US,Domestic,US,Deplaned,Mail,Passenger,"295,101",133.8578136
200804,US Airways,US,US Airways,US,Domestic,US,Enplaned,Cargo,Passenger,"290,062",131.5721232
200804,US Airways,US,US Airways,US,Domestic,US,Enplaned,Mail,Passenger,"250,459",113.6082024
200804,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,"188,943",85.7045448
200804,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,"222,557",100.9518552
200804,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,"211,898",96.1169328
200804,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,"587,875",266.6601
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Cargo,Passenger,"80,789",36.6458904
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Express,Passenger,"2,049,507",929.6563752
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Mail,Passenger,"878,332",398.4113952
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Cargo,Passenger,"117,207",53.1650952
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Express,Passenger,"3,866,580","1,753.880688"
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Mail,Passenger,"1,183,905",537.019308
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Cargo,Passenger,30,0.013608
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Express,Passenger,"6,082,880","2,759.194368"
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Mail,Passenger,"536,197",243.2189592
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Express,Passenger,"1,914,788",868.5478368
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Mail,Passenger,"619,208",280.8727488
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Express,Passenger,"639,130",289.909368
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Mail,Passenger,"6,322",2.8676592
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Express,Passenger,"93,672",42.4896192
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Enplaned,Mail,Passenger,"128,842",58.4427312
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Express,Passenger,829,0.3760344
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Mail,Passenger,"7,093",3.2173848
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Express,Passenger,"16,974",7.6994064
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Mail,Passenger,"56,376",25.5721536
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Express,Passenger,"1,314,078",596.0657808
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Mail,Passenger,"234,218",106.2412848
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Express,Passenger,"1,245,563",564.9873768
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Enplaned,Mail,Passenger,"958,104",434.5959744
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Express,Passenger,"20,782",9.4267152
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Mail,Passenger,"4,104",1.8615744
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Express,Passenger,371,0.1682856
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Mail,Passenger,"24,986",11.3336496
200804,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Cargo,Passenger,"482,208",218.7295488
200804,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Cargo,Passenger,"413,490",187.559064
200805,ABX Air,GB,ABX Air,GB,Domestic,US,Deplaned,Cargo,Freighter,"2,595,220","1,177.191792"
200805,ABX Air,GB,ABX Air,GB,Domestic,US,Enplaned,Cargo,Freighter,"2,219,668","1,006.841405"
200805,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Cargo,Passenger,"62,364",28.2883104
200805,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Cargo,Passenger,"403,852",183.1872672
200805,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Mail,Passenger,531,0.2408616
200805,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Cargo,Passenger,"37,370",16.951032
200805,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Express,Passenger,"5,500",2.4948
200805,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Mail,Passenger,"29,598",13.4256528
200805,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Cargo,Passenger,"138,855",62.984628
200805,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Express,Passenger,"18,516",8.3988576
200805,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Mail,Passenger,"40,512",18.3762432
200805,Air China,CA,Air China,CA,International,Asia,Deplaned,Cargo,Passenger,"1,267,280",574.838208
200805,Air China,CA,Air China,CA,International,Asia,Deplaned,Mail,Passenger,"93,323",42.3313128
200805,Air China,CA,Air China,CA,International,Asia,Enplaned,Cargo,Passenger,"1,138,899",516.6045864
200805,Air China,CA,Air China,CA,International,Asia,Enplaned,Mail,Passenger,"27,399",12.4281864
200805,Air France,AF,Air France,AF,International,Europe,Deplaned,Cargo,Passenger,"451,735",204.906996
200805,Air France,AF,Air France,AF,International,Europe,Deplaned,Mail,Passenger,"21,567",9.7827912
200805,Air France,AF,Air France,AF,International,Europe,Enplaned,Cargo,Passenger,"171,512",77.7978432
200805,Air France,AF,Air France,AF,International,Europe,Enplaned,Mail,Passenger,"195,822",88.8248592
200805,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Cargo,Passenger,"526,849",238.9787064
200805,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Mail,Passenger,805,0.365148
200805,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Cargo,Passenger,"982,635",445.723236
200805,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Mail,Passenger,"53,415",24.229044
200805,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,"183,937",83.4338232
200805,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Express,Passenger,605,0.274428
200805,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,"170,858",77.5011888
200805,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Express,Passenger,"3,284",1.4896224
200805,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Cargo,Passenger,"2,629",1.1925144
200805,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Cargo,Passenger,"13,724",6.2252064
200805,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Mail,Passenger,"67,945",30.819852
200805,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Cargo,Passenger,"49,683",22.5362088
200805,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Cargo,Passenger,"1,953",0.8858808
200805,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Cargo,Passenger,"900,941",408.6668376
200805,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Mail,Passenger,"244,713",111.0018168
200805,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Cargo,Passenger,"838,857",380.5055352
200805,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Mail,Passenger,"589,026",267.1821936
200805,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Cargo,Passenger,"1,783,036",808.7851296
200805,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Mail,Passenger,"472,928",214.5201408
200805,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,"2,895,896","1,313.578426"
200805,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Mail,Passenger,"901,674",408.9993264
200805,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Cargo,Passenger,80,0.036288
200805,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Freighter,"903,834",409.9791024
200805,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Cargo,Passenger,"242,672",110.0760192
200805,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Freighter,"71,110",32.255496
200805,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Mail,Passenger,"19,092",8.6601312
200805,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Freighter,"2,054,131",931.7538216
200805,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Cargo,Passenger,"551,518",250.1685648
200805,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Mail,Freighter,"166,504",75.5262144
200805,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Mail,Passenger,"44,705",20.278188
200805,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Cargo,Passenger,"739,913",335.6245368
200805,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Mail,Passenger,"2,387",1.0827432
200805,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Cargo,Passenger,"1,669,279",757.1849544
200805,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Mail,Passenger,"64,638",29.3197968
200805,Cargolux Airlines,CV,Cargolux Airlines,CV,International,Europe,Deplaned,Cargo,Freighter,"548,193",248.6603448
200805,Cargolux Airlines,CV,Cargolux Airlines,CV,International,Europe,Enplaned,Cargo,Freighter,"969,574",439.7987664
200805,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Freighter,"968,939",439.5107304
200805,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Cargo,Passenger,"422,421",191.6101656
200805,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Mail,Passenger,"144,852",65.7048672
200805,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Freighter,"1,363,028",618.2695008
200805,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Cargo,Passenger,"432,807",196.3212552
200805,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Enplaned,Mail,Passenger,"24,202",10.9780272
200805,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Cargo,Freighter,"1,231,139",558.4446504
200805,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Mail,Freighter,"90,917",41.2399512
200805,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Cargo,Freighter,"1,689,859",766.5200424
200805,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Mail,Freighter,"51,194",23.2215984
200805,China Cargo Airlines,CK,China Cargo Airlines,CK,International,Asia,Deplaned,Cargo,Freighter,"500,656",227.0975616
200805,China Cargo Airlines,CK,China Cargo Airlines,CK,International,Asia,Enplaned,Cargo,Freighter,"306,153",138.8710008
200805,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,"590,274",267.7482864
200805,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Mail,Passenger,69,0.0312984
200805,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,"810,737",367.7503032
200805,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Mail,Passenger,"91,545",41.524812
200805,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Combi,"1,550,915",703.495044
200805,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Freighter,"382,036",173.2915296
200805,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Cargo,Passenger,"430,810",195.415416
200805,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Combi,"1,334,045",605.122812
200805,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Freighter,"328,615",149.059764
200805,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Cargo,Passenger,"370,568",168.0896448
200805,Federal Express,FX,Federal Express,FX,Domestic,US,Deplaned,Cargo,Freighter,"8,311,896","3,770.276026"
200805,Federal Express,FX,Federal Express,FX,Domestic,US,Enplaned,Cargo,Freighter,"6,752,767","3,063.055111"
200805,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Cargo,Passenger,"105,133",47.6883288
200805,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Express,Passenger,"13,151",5.9652936
200805,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Cargo,Passenger,"75,305",34.158348
200805,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Express,Passenger,"4,376",1.9849536
200805,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Cargo,Passenger,"160,303",72.7134408
200805,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Cargo,Passenger,"352,719",159.9933384
200805,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Cargo,Passenger,"9,898",4.4897328
200805,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Cargo,Passenger,"23,490",10.655064
200805,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Cargo,Passenger,"755,328",342.6167808
200805,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Mail,Passenger,"191,855",87.025428
200805,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Cargo,Passenger,"362,950",164.63412
200805,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Mail,Passenger,"330,559",149.9415624
200805,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Mail,Passenger,"3,577",1.6225272
200805,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Mail,Passenger,"88,596",40.1871456
200805,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Cargo,Passenger,"463,543",210.2631048
200805,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Mail,Passenger,"41,124",18.6538464
200805,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Cargo,Passenger,"465,597",211.1947992
200805,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Mail,Passenger,"129,038",58.5316368
200805,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Freighter,"2,411,622","1,093.911739"
200805,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Cargo,Passenger,"2,538,977","1,151.679967"
200805,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Freighter,"7,865",3.567564
200805,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Express,Passenger,"3,567",1.6179912
200805,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Freighter,"2,026",0.9189936
200805,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Mail,Passenger,"20,518",9.3069648
200805,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Freighter,"4,423,669","2,006.576258"
200805,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Cargo,Passenger,"4,619,175","2,095.25778"
200805,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Mail,Freighter,"7,413",3.3625368
200805,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Mail,Passenger,"3,362",1.5250032
200805,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Cargo,Passenger,"714,132",323.9302752
200805,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Mail,Passenger,"10,185",4.619916
200805,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Cargo,Passenger,"1,040,523",471.9812328
200805,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Enplaned,Mail,Passenger,"3,781",1.7150616
200805,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Cargo,Passenger,"7,330",3.324888
200805,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Mail,Passenger,"3,744",1.6982784
200805,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Cargo,Passenger,"8,120",3.683232
200805,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Enplaned,Mail,Passenger,"27,055",12.272148
200805,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Deplaned,Cargo,Freighter,"458,557",208.0014552
200805,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Cargo,Freighter,"783,902",355.5779472
200805,Nippon Cargo Airlines,KZ,Nippon Cargo Airlines,KZ,International,Asia,Enplaned,Mail,Freighter,"45,230",20.516328
200805,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Cargo,Passenger,"109,404",49.6256544
200805,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Deplaned,Mail,Passenger,"7,841",3.5566776
200805,Northwest Airlines,NW,Northwest Airlines,NW,Domestic,US,Enplaned,Cargo,Passenger,"508,683",230.7386088
200805,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Cargo,Passenger,"855,828",388.2035808
200805,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Mail,Passenger,"203,232",92.1860352
200805,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Cargo,Passenger,"415,199",188.3342664
200805,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Enplaned,Mail,Passenger,"105,294",47.7613584
200805,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Cargo,Passenger,"575,962",261.2563632
200805,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Mail,Passenger,"26,818",12.1646448
200805,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Cargo,Passenger,"39,125",17.7471
200805,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Mail,Passenger,"53,715",24.365124
200805,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Cargo,Passenger,"261,434",118.5864624
200805,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Express,Passenger,55,0.024948
200805,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Mail,Passenger,"1,195",0.542052
200805,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Cargo,Passenger,"284,576",129.0836736
200805,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Express,Passenger,"20,530",9.312408
200805,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Mail,Passenger,"85,422",38.7474192
200805,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Cargo,Passenger,"699,294",317.1997584
200805,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Mail,Passenger,"26,431",11.9891016
200805,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Cargo,Passenger,"149,270",67.708872
200805,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Mail,Passenger,"14,051",6.3735336
200805,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Cargo,Passenger,3,0.0013608
200805,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Cargo,Passenger,321,0.1456056
200805,Southern Air,9S,Southern Air,9S,Domestic,US,Deplaned,Cargo,Freighter,"31,730",14.392728
200805,Southern Air,9S,Southern Air,9S,Domestic,US,Enplaned,Cargo,Freighter,"129,536",58.7575296
200805,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Cargo,Passenger,"276,067",125.2239912
200805,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Cargo,Passenger,"303,438",137.6394768
200805,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Mail,Passenger,"29,511",13.3861896
200805,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Cargo,Passenger,"8,677",3.9358872
200805,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Mail,Passenger,"16,391",7.4349576
200805,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Cargo,Passenger,"2,149",0.9747864
200805,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Cargo,Passenger,"9,170",4.159512
200805,US Airways,US,US Airways,US,Domestic,US,Deplaned,Cargo,Passenger,"67,415",30.579444
200805,US Airways,US,US Airways,US,Domestic,US,Deplaned,Mail,Passenger,"303,077",137.4757272
200805,US Airways,US,US Airways,US,Domestic,US,Enplaned,Cargo,Passenger,"262,046",118.8640656
200805,US Airways,US,US Airways,US,Domestic,US,Enplaned,Mail,Passenger,"336,815",152.779284
200805,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Cargo,Passenger,"157,298",71.3503728
200805,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Mail,Passenger,"164,393",74.5686648
200805,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Cargo,Passenger,"193,883",87.9453288
200805,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Mail,Passenger,"627,318",284.5514448
200805,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Cargo,Passenger,"73,965",33.550524
200805,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Express,Passenger,"1,939,048",879.5521728
200805,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Mail,Passenger,"895,755",406.314468
